Name,Avaliable_Online_order,Avaliable_Book_table,Rate out of 5,Votes of popularity,Phone,Location,Rest_type,Approx_cost(for two people),Approx_cost(for one people)
The Humming Tree,False,False,4.0,2432,"+919886618386,0008066021808",Indiranagar,Lounge,2000,1000.0
Achayyan's,True,False,3.8,410,"+919448686099,+919620284809",Indiranagar,Quick Bites,350,175.0
Namdhari's Salad Bar,False,False,3.9,82,08042044187,Indiranagar,Quick Bites,400,200.0
The Rolling Pin,False,False,4.1,76,"+919591565536,08043021105",Indiranagar,"Bakery, Dessert Parlor",400,200.0
AhimsaAmrit Green Cafe,False,True,3.7,19,"+919916698183,+919945717065",Indiranagar,Casual Dining,800,400.0
Jiyo Natural,False,False,3.6,15,+919686312345,South Bangalore,Delivery,300,150.0
Taantraa - Organic Handbaking,False,False,3.7,28,+919731244600,Indiranagar,Delivery,350,175.0
Byblos,True,True,4.2,1352,"08025200411,08041605027",Indiranagar,Casual Dining,1700,850.0
Lono,False,True,4.2,241,"+918088664206,+919980838486",Indiranagar,"Lounge, Casual Dining",1500,750.0
The French Loaf,True,False,3.5,137,"+917846869429,+919663454545",Indiranagar,"Bakery, Quick Bites",400,200.0
Bottle & Glass,False,True,4.0,984,"+917338386888,+919742888888",Indiranagar,"Bar, Casual Dining",1400,700.0
Tandoori Taal,True,True,4.3,1799,"08041266222,+919663231111",Indiranagar,Casual Dining,900,450.0
TFC - Tony's Food Corner,True,False,3.1,23,"+918792891794,+919972900488","ITPL Main Road, Whitefield",Quick Bites,400,200.0
Just Bake,True,False,2.7,23,+918970010111,Old Airport Road,Bakery,400,200.0
Bhartiya Jalpan,False,False,4.1,1098,"+919686443672,08048525797",Indiranagar,Casual Dining,700,350.0
Nandhana Palace,False,True,4.2,956,"+919513444812,08046131111",Indiranagar,"Casual Dining, Bar",800,400.0
Sanchez Taqueria & Cantina,False,False,4.3,82,08042200081,Indiranagar,Casual Dining,800,400.0
Aaha Andhra,False,False,4.2,820,"08048542558,+919632723360",Indiranagar,Casual Dining,900,450.0
Forage,False,True,4.2,215,"08048525250,+918884002112",Indiranagar,Casual Dining,1500,750.0
Anjappar,False,False,3.8,777,08041222790,Indiranagar,Casual Dining,650,325.0
Fai Dang,False,False,3.3,33,"08041152874,+919343213394",Indiranagar,Casual Dining,1100,550.0
Chefkraft,False,False,3.9,146,"08041137253,+919741473014",Indiranagar,"Takeaway, Delivery",800,400.0
New Punjabi Hotel,False,False,3.7,125,08041155177,Indiranagar,Quick Bites,300,150.0
Santrupthi Khanavalli,False,False,3.4,4,"+919606343290,+919980488752",CV Raman Nagar,Quick Bites,200,100.0
The ThickShake Factory,False,False,4.0,124,"+917338164472,+919916676544",Indiranagar,Beverage Shop,350,175.0
Kasol Cafe,False,False,3.7,20,0009886751605,Indiranagar,Quick Bites,400,200.0
California Burrito,False,False,4.1,343,"+918048655206,08039515101",Domlur,"Food Court, Quick Bites",400,200.0
Madurai Idly Shop,False,False,3.8,731,+919148186349,Indiranagar,Quick Bites,200,100.0
Anju's Cafe,False,False,3.4,6,+919740749009,Indiranagar,Quick Bites,400,200.0
Jaishree Pavilion,False,False,3.7,36,08041463848,Thippasandra,Casual Dining,700,350.0
Calcutta Victoria Chat House,False,False,3.6,219,"+919972019567,+919035459812",Jeevan Bhima Nagar,Quick Bites,150,75.0
Frootality,False,False,4.0,215,"08043705686,+919845073927",Indiranagar,"Beverage Shop, Quick Bites",400,200.0
Tempteys,True,False,4.1,135,"+917829421728,+919133382131",Indiranagar,"Dessert Parlor, Beverage Shop",400,200.0
New Shanthi Sagar,False,False,2.8,119,"08025354139,08025359331",Domlur,Casual Dining,450,225.0
SKY FOG,False,False,3.1,6,+919742329004,Thippasandra,"Dessert Parlor, Quick Bites",300,150.0
Allahabadi Tadaka,False,False,3.0,47,"+919739719091,+919738980803",Domlur,Casual Dining,250,125.0
Angel Mutton Leg Soup,False,False,3.5,25,+918618287363,Jeevan Bhima Nagar,Quick Bites,200,100.0
Kanti's,False,False,3.1,64,"08025296559,08064511456",Thippasandra,Sweet Shop,300,150.0
Bangalore Grill House,False,False,3.2,6,+918861377880,Thippasandra,Quick Bites,300,150.0
Indian Spicy Food,False,False,3.2,4,+918792163799,Old Madras Road,Quick Bites,200,100.0
New Khaayaal's Restaurant,False,False,3.0,106,"08025240122,+919900023741",CV Raman Nagar,Quick Bites,500,250.0
Ambur Hot Dum Biriyani,False,False,3.1,6,"+918892892418,+919942952969",Jeevan Bhima Nagar,Quick Bites,200,100.0
The Tower Of Pizza,False,False,2.8,68,+919831911958,Jeevan Bhima Nagar,"Takeaway, Delivery",500,250.0
White Olives,False,False,3.4,32,+917338096906,Thippasandra,Delivery,300,150.0
Bombay Kulfis,False,False,3.3,4,+916362951075,Jeevan Bhima Nagar,Dessert Parlor,200,100.0
Eggzotic,False,False,3.9,391,"08041521177,+919900642266",Domlur,Quick Bites,500,250.0
Cilantro,True,True,4.0,284,"+919880550898,+919686862505",Koramangala 4th Block,"Casual Dining, Bar",1500,750.0
Chinese Fire Dragon,False,False,3.4,25,"080402076499,+919902395604",Domlur,Casual Dining,550,275.0
Southease,True,False,3.5,7,+919900527449,Jeevan Bhima Nagar,Delivery,400,200.0
Vinny's,True,False,4.1,367,"08041646123,+919845846988",Domlur,Casual Dining,600,300.0
Sweet Truth,True,False,4.3,26,+917710055553,Old Airport Road,Delivery,500,250.0
Kanti Sweets,True,False,4.1,102,"08022960641,08040906782",Old Airport Road,Sweet Shop,400,200.0
Brown Crust Cafe,False,False,3.2,19,+919880678135,Old Airport Road,Cafe,300,150.0
The Cake Post,False,False,3.4,12,+919742025925,Old Airport Road,Bakery,900,450.0
4 Mangoes,False,False,3.7,16,+918277309531,Old Airport Road,Kiosk,200,100.0
Daily Bread,False,False,3.2,29,08025220008,Old Airport Road,"Bakery, Quick Bites",600,300.0
Amma's Pastries,False,False,4.0,120,+919590607750,Thippasandra,Dessert Parlor,400,200.0
Amrutha Sweets,False,False,3.7,38,"+919986777888,+918904777888",Thippasandra,Quick Bites,200,100.0
Chill Out,False,False,3.4,9,+917411948103,Thippasandra,Beverage Shop,150,75.0
The Pizza Bakery,True,True,4.8,1785,08049652602,Indiranagar,Casual Dining,1200,600.0
Corner House Ice Cream,True,False,4.7,2174,+919880846251,Indiranagar,Dessert Parlor,400,200.0
Lavonne,False,False,4.4,1132,+919740954505,Indiranagar,"Cafe, Dessert Parlor",800,400.0
Natural Ice Cream,False,False,4.6,945,"08025200059,08025200159",Indiranagar,Dessert Parlor,200,100.0
XO Belgian Waffle,True,False,4.4,96,+917019299769,Indiranagar,Dessert Parlor,400,200.0
Keventers,True,False,4.0,571,"+919446233155,+918095577222",Indiranagar,"Beverage Shop, Dessert Parlor",400,200.0
Mama Mia!,True,False,4.3,429,"+917892084813,+919886091914",Indiranagar,"Dessert Parlor, Cafe",400,200.0
eat.fit,True,True,3.9,42,+919008035709,Indiranagar,Quick Bites,300,150.0
Tempteys,True,False,4.1,135,"+917829421728,+919133382131",Indiranagar,"Dessert Parlor, Beverage Shop",300,150.0
Big Pitcher,False,True,4.6,9300,08049652494,Old Airport Road,"Pub, Microbrewery",1800,900.0
Jamavar - The Leela Palace,False,True,4.2,522,"08030571234,08030571348",Old Airport Road,Fine Dining,4000,2000.0
Zaitoon,True,True,4.3,2037,"08041676777,08041482777",Old Airport Road,Casual Dining,1000,500.0
CloudNYN - Sterling Mac Hotel,False,False,4.0,417,+917899911484,Old Airport Road,Bar,1000,500.0
Tiger Trail - Royal Orchid Hotel,False,True,4.1,312,"+917899127879,+919986694971",Old Airport Road,Fine Dining,2000,1000.0
Hyderabad Biryaani House,True,False,3.9,1627,"+919686927270,+917204826266",Old Airport Road,Casual Dining,700,350.0
Le Cirque Signature - The Leela Palace,False,True,4.3,128,"08030571234,08030571540",Old Airport Road,Fine Dining,6000,3000.0
Zen - The Leela Palace,False,True,4.2,247,"08030571234,08030571520",Old Airport Road,Fine Dining,3500,1750.0
XU,False,True,3.9,433,"+919513344440,+919513344441",Old Airport Road,"Club, Casual Dining",2400,1200.0
Odia Dine,True,False,3.8,52,+919901960628,Old Airport Road,Quick Bites,400,200.0
Suchithra Biryani House,False,False,3.7,288,"08025238444,+919845888695",Old Airport Road,Casual Dining,450,225.0
Sri Udupi Park,True,False,3.7,449,+919980383828,Old Airport Road,Casual Dining,300,150.0
Budget Food,False,True,3.5,42,+919741340639,Old Airport Road,Casual Dining,700,350.0
Pizza Hut,True,False,3.7,399,"08039883988,08025223999",Old Airport Road,Casual Dining,750,375.0
Library Bar - The Leela Palace,False,False,3.9,109,"08030571234,08030571345",Old Airport Road,Lounge,3000,1500.0
WAT Bar - Sterlings MAC Hotel,False,False,3.8,47,+918042494949,Old Airport Road,Lounge,1800,900.0
Breezes - Hotel Pigeon International,False,False,3.5,23,"+919900035004,08042408888",Old Airport Road,Casual Dining,900,450.0
Palki Restaurant,False,False,2.8,97,"+919880078224,08041258217",Old Airport Road,Casual Dining,500,250.0
J's Pastas and Pizzas,False,False,4.0,143,"+919945280141,+919740009280",Old Airport Road,Unknown,300,150.0
Cafe Coffee Day,True,False,2.8,34,+919243608401,Old Airport Road,Cafe,900,450.0
Bhookha Sher,True,False,3.2,35,+917483396948,Old Airport Road,Quick Bites,350,175.0
Sri Udupi Park,False,False,4.0,141,+917090038844,Old Airport Road,Quick Bites,300,150.0
Domino's Pizza,True,False,2.8,413,"08025233391,18602100000",Old Airport Road,Quick Bites,400,200.0
Faasos,True,False,3.9,104,+917700020020,Old Airport Road,Quick Bites,500,250.0
Zawaa Foods,True,False,3.5,42,+917042297799,Old Airport Road,Quick Bites,400,200.0
Crispy Fried Chicken,True,False,3.4,12,"+919742775556,+916362560478",Old Airport Road,Quick Bites,150,75.0
Andhra Ruchulu,True,False,4.0,52,08043741913,Old Airport Road,Quick Bites,400,200.0
Meat And Eat (ME),False,False,3.6,97,"+917848998877,+919743449828",Old Airport Road,Quick Bites,500,250.0
Bekal,True,False,4.0,283,"08025275891,+919739067955",Jeevan Bhima Nagar,Casual Dining,700,350.0
Mani's Dum Biryani,True,False,4.0,691,08060001600,Jeevan Bhima Nagar,Casual Dining,750,375.0
Talk Over Table,False,False,4.0,288,"+919880100029,+919880100028",Jeevan Bhima Nagar,Cafe,500,250.0
Coast,True,False,3.2,108,+919164200018,Jeevan Bhima Nagar,Casual Dining,750,375.0
Donne Biriyani Mane,True,False,3.8,163,+919740901996,Jeevan Bhima Nagar,Quick Bites,400,200.0
Sri Ganesh Fruit Juice Centre,True,False,3.5,19,"+918971805113,+919845605982",Thippasandra,Beverage Shop,100,50.0
Sandras Bar & Restaurant,False,False,3.3,11,+918025255080,Thippasandra,Casual Dining,600,300.0
Sree Abhiruchi,False,False,3.4,6,+917829199222,Thippasandra,Quick Bites,400,200.0
Crunch Pizzas,True,False,2.8,92,"+918310664961,+919663305078",Thippasandra,Unknown,600,300.0
Leon Grill,True,False,4.2,1345,"+917676100700,08042043332",Jeevan Bhima Nagar,Quick Bites,500,250.0
Le Casse CroÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ»te,True,False,4.4,596,"+919901428604,+917760253076",Thippasandra,Quick Bites,800,400.0
Chandni Chowk 2 Bangalore,True,False,4.2,253,08043722489,Jeevan Bhima Nagar,Quick Bites,400,200.0
Cafe Grill,True,False,4.1,506,"08040960522,+918553114422",Jeevan Bhima Nagar,Quick Bites,300,150.0
Red Kitchen,True,False,3.4,155,+917892154893,Jeevan Bhima Nagar,Quick Bites,200,100.0
Hotel Karavali,True,False,3.7,265,"+919739116199,+918197866060",Jeevan Bhima Nagar,Quick Bites,450,225.0
Goli Vada Pav No. 1,True,False,3.0,31,08040978510,Thippasandra,Quick Bites,200,100.0
Chai Resto,False,False,3.4,6,+917483336717,Jeevan Bhima Nagar,Quick Bites,200,100.0
Khushi Kitchen,True,False,3.5,76,+917899081515,Thippasandra,Quick Bites,400,200.0
Barbeque Nation,False,True,4.7,7270,+918064806060,Indiranagar,Casual Dining,1600,800.0
Bob's Bar,False,False,4.3,548,+917899025176,Indiranagar,"Bar, Casual Dining",1000,500.0
Dindigul Thalappakatti,True,False,4.3,328,"+918042297250,+918042297350",Indiranagar,Casual Dining,800,400.0
Burma Burma,True,False,4.7,1677,"08043008120,08043008130",Indiranagar,Casual Dining,1500,750.0
Bombay Brasserie,True,False,4.4,1909,"+918884400700,08041471004",Indiranagar,Casual Dining,1800,900.0
Vapour Pub & Brewery,False,True,4.2,6998,"+919900088194,+919900088197",Indiranagar,"Microbrewery, Pub",1400,700.0
Nevermind - Bar & Social,False,True,4.4,221,08049652505,Indiranagar,"Bar, Casual Dining",2000,1000.0
The Fatty Bao - Asian Gastro Bar,True,False,4.6,3823,08049652429,Indiranagar,"Casual Dining, Bar",1200,600.0
Delhi Highway,True,True,4.4,3439,"08042111151,+918884042151",Indiranagar,Casual Dining,1500,750.0
LOFT38,False,True,4.3,3659,08049337555,Indiranagar,"Lounge, Casual Dining",1900,950.0
The Black Rabbit,False,True,4.3,4239,"08042415575,+917406636763",Indiranagar,"Bar, Casual Dining",1500,750.0
1131 Bar + Kitchen,False,True,4.4,2861,08049652166,Indiranagar,"Bar, Casual Dining",1500,750.0
Smoke House Deli,True,True,4.6,5448,"08025200898,08025200899",Indiranagar,Casual Dining,1600,800.0
Tipsy Bull - The Bar Exchange,False,True,4.6,3173,08049652910,Indiranagar,"Bar, Casual Dining",1400,700.0
Chianti,False,True,4.6,4453,"08041265000,08041264000",Indiranagar,Casual Dining,1500,750.0
Sly Granny - The Community House,False,True,4.5,980,"08048536712,08048536715",Indiranagar,"Fine Dining, Bar",2500,1250.0
BTDT? Been There Done That,False,True,4.3,962,08049652655,Indiranagar,"Bar, Casual Dining",1300,650.0
SantÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Spa Cuisine,False,True,4.9,246,08045128828,Indiranagar,Casual Dining,1000,500.0
Little Italy,True,True,4.2,3307,"08025207171,08025207272",Indiranagar,Casual Dining,1400,700.0
MISU,True,True,4.4,266,"+919606776228,+918025351055",Indiranagar,Casual Dining,1700,850.0
Mainland China,True,True,4.4,1555,"08025216677,08039491234",Indiranagar,Casual Dining,1700,850.0
Dhaba - Estd 1986 Delhi,True,True,4.4,1526,"08048536713,+918884498122",Indiranagar,"Casual Dining, Bar",1500,750.0
Bricklane,False,True,4.2,1658,"08042415505,+917899383979",Indiranagar,Casual Dining,1500,750.0
Urban Tamaasha,True,True,4.1,886,08049653528,Indiranagar,Casual Dining,1200,600.0
Tippler,False,True,4.2,2946,"08025260303,+919740611086",Indiranagar,Pub,1300,650.0
Monkey Bar,True,False,4.3,3890,08049653039,Indiranagar,Pub,1400,700.0
Bhartiya Jalpan,False,False,4.1,1100,"+919686443672,08048525797",Indiranagar,Casual Dining,700,350.0
Pasta Street,True,True,4.5,1673,"08048504242,08048501500",Indiranagar,Casual Dining,1300,650.0
Mamagoto,True,True,4.4,2580,"08040937237,+918884498760",Indiranagar,Casual Dining,1600,800.0
Bologna,False,True,4.5,769,08049653550,Indiranagar,Casual Dining,1000,500.0
Ciclo Cafe,True,False,4.3,1332,"08048664512,+918667642029",Indiranagar,"Cafe, Casual Dining",1000,500.0
Nando's,True,False,4.3,1240,08048538989,Indiranagar,Casual Dining,1200,600.0
Phobidden Fruit,False,False,4.4,2950,"08041255175,08041107735",Indiranagar,Casual Dining,1100,550.0
Lazy Suzy,True,True,4.4,1262,08049652565,Indiranagar,"Cafe, Bakery",1000,500.0
Ministry of Food - Hilton Bangalore Embassy GolfLinks,False,True,4.2,474,08049653157,Domlur,Fine Dining,3000,1500.0
Lono,False,True,4.2,242,"+918088664206,+919980838486",Indiranagar,"Lounge, Casual Dining",1500,750.0
Oye Amritsar,True,True,3.9,1489,"+919036098911,08041232111",Indiranagar,Casual Dining,600,300.0
NH8,True,True,4.1,2100,"08042076575,+919620771098",Indiranagar,Casual Dining,800,400.0
Murphy's Brewhouse - The Paul Bangalore,False,True,4.3,2039,"08040477755,08040477777",Domlur,"Pub, Microbrewery",1700,850.0
Empire Restaurant,True,False,4.1,8304,08040414141,Indiranagar,Casual Dining,750,375.0
Peacock,True,True,4.0,863,08049653000,Indiranagar,Casual Dining,1200,600.0
Pot Biryani,True,False,3.9,467,"+919900025811,+919900025812",Domlur,Casual Dining,600,300.0
Southindies,False,True,4.0,1230,08049653022,Indiranagar,Casual Dining,800,400.0
Nandhana Palace,False,True,4.2,957,"+919513444812,08046131111",Indiranagar,"Casual Dining, Bar",800,400.0
Haute,False,True,4.5,117,"+919980907277,+916363846896",Indiranagar,Casual Dining,1200,600.0
Loveshack,False,True,4.0,1808,"08040959154,+919900034528",Domlur,"Lounge, Cafe",1600,800.0
Sanchez Taqueria & Cantina,False,False,4.4,84,08042200081,Indiranagar,Casual Dining,800,400.0
Chai Days,True,False,4.5,134,08049652841,Indiranagar,Cafe,200,100.0
Swing,False,True,3.8,205,08049653450,Indiranagar,"Casual Dining, Bar",1000,500.0
Plan B,False,False,4.1,1699,+918041609100,Indiranagar,"Casual Dining, Pub",1100,550.0
Aaha Andhra,False,False,4.2,823,"08048542558,+919632723360",Indiranagar,Casual Dining,900,450.0
Bean Flickers,True,False,4.3,398,"08041209097,+919886367831",Indiranagar,Cafe,700,350.0
Jonah's,True,True,4.1,1857,"+917349671711,+917349671712",Indiranagar,"Casual Dining, Bar",1100,550.0
Agent Jack's Bar,False,True,4.1,597,08049653212,Indiranagar,Bar,1300,650.0
Hangover,True,True,4.0,1431,08049653251,Indiranagar,"Bar, Casual Dining",1500,750.0
Sherlock's Pub,False,True,4.0,739,"+918884445645,+918884445646",Indiranagar,"Pub, Casual Dining",1500,750.0
Jimi's Beer Cafe,False,True,3.9,822,"+918892607344,08025203879",Indiranagar,Bar,1800,900.0
Xtreme Sports Bar,False,True,3.7,1118,"+919663312706,+918668873469",Indiranagar,Lounge,1500,750.0
Smally's Resto Cafe,True,False,4.1,427,"08048149349,+917829066633",Indiranagar,Cafe,650,325.0
Pecos Stones,False,True,4.2,1096,"+918971664068,+919986524411",Indiranagar,"Pub, Casual Dining",1100,550.0
Zaica Dine & Wine,True,True,4.0,1022,"+919731333833,08041201745",Indiranagar,Casual Dining,1200,600.0
Copper Chimney,True,True,4.2,98,08049652172,Indiranagar,Casual Dining,1200,600.0
Vietnamese Kitchen,True,True,4.1,537,"08041566008,08041566009",Indiranagar,Casual Dining,800,400.0
Shaap,True,False,4.0,243,08049598061,Indiranagar,Casual Dining,500,250.0
Bottle & Glass,False,True,4.0,988,"+917338386888,+919742888888",Indiranagar,"Bar, Casual Dining",1400,700.0
Vembanad - The Paul,False,True,4.2,326,"08040477777,+919902010385",Domlur,Casual Dining,1800,900.0
BabaYaga's,False,True,4.0,244,08043756555,Indiranagar,"Bar, Casual Dining",1500,750.0
Bootlegger,False,True,4.1,604,+918025200099,Indiranagar,Lounge,1800,900.0
The Tiny Taproom,False,False,3.5,13,"+919886420335,+917020190128",Indiranagar,"Bar, Casual Dining",800,400.0
Blistering Barnacles,False,True,3.9,1224,+917349015317,Indiranagar,Pub,1200,600.0
KLINX - Hilton Bangalore Embassy GolfLinks,False,True,4.2,211,"08066799999,+917353759803",Domlur,Bar,2000,1000.0
Regulars Pub & Grub,False,True,3.9,271,"08025217428,08025217429",Indiranagar,"Pub, Casual Dining",1300,650.0
Bflat Bar,False,True,3.9,856,08049653038,Indiranagar,Lounge,1600,800.0
Tata Cha,True,False,3.9,682,18001208242,Indiranagar,Cafe,500,250.0
Little Orissa Restaurant,True,False,3.9,351,+919740243144,Indiranagar,Casual Dining,450,225.0
The Paramount Hotel,True,False,2.9,326,"+919743520000,+919743530000",Domlur,Casual Dining,1000,500.0
Andal Mess,True,False,3.2,135,+919148186353,Indiranagar,Mess,300,150.0
Just Eat,True,False,3.5,18,"+919632774907,+919632774879",Indiranagar,Quick Bites,500,250.0
Snack House,True,False,3.8,27,"+919945586781,+917406768528",Indiranagar,Quick Bites,200,100.0
The Salt Grill - Hilton Bangalore Embassy Golflinks,False,True,4.1,95,+917353759841,Domlur,Fine Dining,3000,1500.0
Head O State,False,True,3.8,200,"08043770333,+919591011945",Indiranagar,"Casual Dining, Bar",1000,500.0
Cita Pani,True,True,3.9,56,08049653502,Indiranagar,Quick Bites,350,175.0
eat.fit,True,True,3.9,44,+919008035709,Indiranagar,Quick Bites,300,150.0
Kitchen of Joy,True,False,4.2,581,+919900962765,Indiranagar,Quick Bites,400,200.0
Cafe Srinidhi,False,False,3.1,91,08025202259,Indiranagar,Quick Bites,200,100.0
Paratha Plaza,True,False,3.6,156,+919740258348,Indiranagar,Quick Bites,300,150.0
Sri Krishna Sagar,False,False,3.7,66,+918105289136,Domlur,Quick Bites,150,75.0
Shake It Off,True,False,4.2,165,"+918138099006,+917829054321",Indiranagar,Quick Bites,600,300.0
Kasol Cafe,False,False,3.8,21,0009886751605,Indiranagar,Quick Bites,400,200.0
Cafe Ritzz,False,True,3.6,40,"+917406353591,+918123629729",Indiranagar,Casual Dining,700,350.0
Happenwell Cafe Lounge,False,False,3.7,24,+918296541227,Indiranagar,Quick Bites,300,150.0
Lakshmi Bhog Sweets and Snacks,True,False,3.4,6,+918197319122,CV Raman Nagar,Quick Bites,250,125.0
Drunken Monkey,True,False,3.1,14,"+918618706627,+919986488085",CV Raman Nagar,"Beverage Shop, Quick Bites",500,250.0
